title,text,author,source,lineCount,avgChar,attribution
                    Let Evening Come                ,"
Let the light of late afternoon
shine through chinks in the barn, moving   
up the bales as the sun moves down.
Let the cricket take up chafing   
as a woman takes up her needles   
and her yarn. Let evening come.
Let dew collect on the hoe abandoned   
in long grass. Let the stars appear
and the moon disclose her silver horn.
Let the fox go back to its sandy den.   
Let the wind die down. Let the shed   
go black inside. Let evening come.
To the bottle in the ditch, to the scoop   
in the oats, to air in the lung   
let evening come.
Let it come, as it will, and don’t   
be afraid. God does not leave us   
comfortless, so let evening come.
",Jane Kenyon,Poetry Foundation,20.0,31.6,
                    Musical Moment                ,"
Always the caravan of sound made us halt   
to admire the swinging and the swift go-by   
of beasts with enormous hooves and heads   
beating the earth or reared against the sky.
Do not reread, I mean glance ahead to see
what has become of the colossal forms:
everything happened at the instant of passing:
the hoof-beat, the whinny, the bells on the harness,   
the creak of the wheels, the monkey’s fandango   
in double time over the elephant’s back.
When the marching was over and we were free to go on   
there was never before us a dungfall or a track
on the road-sands of any kind:
only the motion of footprints being made
crossing and recrossing in the trampled mind.
",Virginia Hamilton Adair,Poetry Foundation,17.0,38.94117647058823,
                    There Is No Age                ,"
There is no age, this darkness and decay
Is by a radiant spirit cast aside,
Young with the ageless youth that yesterday
Bent to the yoke of flesh immortal pride.
What though in time of thunder and black cloud
The Spirit of the Innermost recedes
Into the depths of Being, stormy browed,
Obscured by a long life of dreams and deeds—
There is no age—the swiftly passing hour
That measures out our days of pilgrimage
And breaks the heart of every summer flower,
Shall find again the child’s soul in the sage.
There is no age, for youth is the divine;
And the white radiance of the timeless soul
Burns like a silver lamp in that dark shrine
That is the tired pilgrim’s ultimate goal.
",Eva Gore-Booth,Poetry Foundation,18.0,36.888888888888886,
                    The New Colossus                ,"
Not like the brazen giant of Greek fame,
With conquering limbs astride from land to land;
Here at our sea-washed, sunset gates shall stand
A mighty woman with a torch, whose flame
Is the imprisoned lightning, and her name
Mother of Exiles. From her beacon-hand
Glows world-wide welcome; her mild eyes command
The air-bridged harbor that twin cities frame.
“Keep, ancient lands, your storied pomp!” cries she
With silent lips. “Give me your tired, your poor,
Your huddled masses yearning to breathe free,
The wretched refuse of your teeming shore.
Send these, the homeless, tempest-tost to me,
I lift my lamp beside the golden door!”
",Emma Lazarus,Poetry Foundation,16.0,38.75,
                    Song of Social Despair                ,"
Ethics without faith, excuse me,
is the butter and not the bread.
You can’t nourish them all, the dead
pile up at the hospital doors.
And even they are not so numerous
as the mothers come in maternity.
The Provider knows his faults—
love of architecture and repair—
but will not fall into them for long:
he can’t afford the adolescent luxury,
the fellowship of the future
looks greedily toward his family.
The black keys fit black cylinders
in the locks in holes in the night.
He had a skeleton key once,
a rubber arm and complete confidence.
Now, as head of the family, he is
inevitably on the wrong side looking out.
",Marvin Bell,Poetry Foundation,20.0,30.1,
                    [“Speciously individual ...”]                ,"
Speciously individual
like a solid piece of spit
floating in a cuspidor
I dream of free bravery
but am a social being.
I should do something
to get out of here
but float around in the culture
wondering what it will grow.
",Alan Dugan,Poetry Foundation,11.0,19.363636363636363,
                    My Madonna                ,"
I haled me a woman from the street,
   Shameless, but, oh, so fair!
I bade her sit in the model’s seat
   And I painted her sitting there.
I hid all trace of her heart unclean;
   I painted a babe at her breast;
I painted her as she might have been
   If the Worst had been the Best.
She laughed at my picture and went away.
   Then came, with a knowing nod,
A connoisseur, and I heard him say;
   “’Tis Mary, the Mother of God.”
So I painted a halo round her hair,
   And I sold her and took my fee,
And she hangs in the church of Saint Hillaire,
   Where you and all may see.
",Robert W. Service,Poetry Foundation,18.0,31.27777777777778,
                    Just Think!                ,"
Just think! some night the stars will gleam
   Upon a cold, grey stone,
And trace a name with silver beam,
   And lo! ’twill be your own.
That night is speeding on to greet
   Your epitaphic rhyme.
Your life is but a little beat
   Within the heart of Time.
A little gain, a little pain,
   A laugh, lest you may moan;
A little blame, a little fame,
   A star-gleam on a stone.
",Robert W. Service,Poetry Foundation,14.0,26.214285714285715,
                    The Twins                ,"
There were two brothers, John and James,
And when the town went up in flames,
To save the house of James dashed John,
Then turned, and lo! his own was gone.
And when the great World War began,
To volunteer John promptly ran;
And while he learned live bombs to lob,
James stayed at home and—sneaked his job.
John came home with a missing limb;
That didn’t seem to worry him;
But oh, it set his brain awhirl
To find that James had—sneaked his girl!
Time passed. John tried his grief to drown;
To-day James owns one-half the town;
His army contracts riches yield;
And John? Well, search the Potter’s Field. 
",Robert W. Service,Poetry Foundation,18.0,32.77777777777778,
                    my dream about being white                ,"
hey music and
me
only white,
hair a flutter of
fall leaves
circling my perfect
line of a nose,
no lips,
no behind, hey
white me
and i’m wearing
white history
but there’s no future
in those clothes
so i take them off and
wake up
dancing.
",Lucille Clifton,Poetry Foundation,19.0,11.63157894736842,
                    my dream about the second coming                ,"
mary is an old woman without shoes.
she doesn’t believe it.
not when her belly starts to bubble
and leave the print of a finger where
no man touches.
not when the snow in her hair melts away.
not when the stranger she used to wait for
appears dressed in lights at her
kitchen table.
she is an old woman and
doesn’t believe it.
when Something drops onto her toes one night
she calls it a fox
but she feeds it.
",Lucille Clifton,Poetry Foundation,16.0,24.75,
                    the message of crazy horse                ,"
i would sit in the center of the world,
the Black Hills hooped around me and
dream of my dancing horse. my wife
was Black Shawl who gave me the daughter
i called They Are Afraid Of Her.
i was afraid of nothing
except Black Buffalo Woman.
my love for her i wore
instead of feathers. i did not dance
i dreamed. i am dreaming now
across the worlds. my medicine is strong.
my medicine is strong in the Black basket
of these fingers. i come again through this
Black Buffalo woman. hear me;
the hoop of the world is breaking.
fire burns in the four directions.
the dreamers are running away from the hills.
i have seen it. i am crazy horse.
",Lucille Clifton,Poetry Foundation,20.0,30.9,
                    The Men                ,"
As a kid sitting in a yellow vinyl
booth in the back of Earl’s Tavern,
you watch the late-afternoon drunks
coming and going, sunlight breaking
through the smoky dark as the door
opens and closes, and it’s the future
flashing ahead like the taillights
of a semi as you drop over a rise
in the road on your way to Amarillo,bright lights and blonde-haired women,
as Billy used to say, slumped over
his beer like a snail, make a real man
out of you",B. H. Fairchild,Poetry Foundation,13.0,33.38461538461539,
                    Mrs. Hill                ,"
I am so young that I am still in love
with Battle Creek, Michigan: decoder rings,
submarines powered by baking soda,   
whistles that only dogs can hear. Actually,   
not even them. Nobody can hear them.
Mrs. Hill from next door is hammering   
on our front door shouting, and my father
in his black and gold gangster robe lets her in   
trembling and bunched up like a rabbit in snow   
pleading, oh I’m so sorry, so sorry,
so sorry, ",B. H. Fairchild,Poetry Foundation,12.0,35.5,
                    Print                ,"
In the dining room there is a brown fish
hanging on the wall who swims along
in his frame while we are eating dinner.
He swims in candlelight for all to see,
as if he has been swimming forever, even
in the darkness of the ink before someone thought
to draw him and the thin reeds waving in his stream
and the clear pebbles strewn upon the sand.
No wonder he continues his swimming
deep into the night, long after we have
blown out the candles and gone upstairs to bed.
No wonder I find him in the pale morning
light, still swimming, still looking out at me
with his one, small, spellbound eye.
",Billy Collins,Poetry Foundation,16.0,36.3125,
                    Man in Space                ,"
All you have to do is listen to the way a man
sometimes talks to his wife at a table of people
and notice how intent he is on making his point
even though her lower lip is beginning to quiver,
and you will know why the women in science
fiction movies who inhabit a planet of their own
are not pictured making a salad or reading a magazine
when the men from earth arrive in their rocket,
why they are always standing in a semicircle
with their arms folded, their bare legs set apart,
their breasts protected by hard metal disks.
",Billy Collins,Poetry Foundation,13.0,39.84615384615385,
                    Introduction to Poetry                ,"
I ask them to take a poem
and hold it up to the light
like a color slide
or press an ear against its hive.
I say drop a mouse into a poem
and watch him probe his way out,
or walk inside the poem’s room
and feel the walls for a light switch.
I want them to waterski
across the surface of a poem
waving at the author’s name on the shore.
But all they want to do
is tie the poem to a chair with rope
and torture a confession out of it.
They begin beating it with a hose
to find out what it really means.
",Billy Collins,Poetry Foundation,18.0,27.0,
                    Starlings                ,"
Snarls, bread trucks, yeast
breathing inside huddled bags,
and sleepers completing lives
behind their gray windows.
A whistle on the phonewires,
feathers, twitches, whistling
down to the hot loaves.
Reeds everywhere, pulse,
flesh, flutes, and wakened sighs.
An answer. Radio news
and breathers behind our windows,
birds’ new voices changing,changed, to the unforgiving
hunger screech of immigrants.
",W. S. Di Piero,Poetry Foundation,15.0,25.8,
                    To a Child                ,"
The leaves talked in the twilight, dear;
   Hearken the tale they told:
How in some far-off place and year,
   Before the world grew old,
I was a dreaming forest tree,
   You were a wild, sweet bird
Who sheltered at the heart of me
   Because the north wind stirred;
How, when the chiding gale was still,
   When peace fell soft on fear,
You stayed one golden hour to fill
   My dream with singing, dear.
To-night the self-same songs are sung
   The first green forest heard;
My heart and the gray world grow young—
   To shelter you, my bird.
",Sophie Jewett,Poetry Foundation,18.0,29.38888888888889,
                    Midwinter                ,"
All night I dreamed of roses,
   Wild tangle by the sea,
And shadowy garden closes.
   Dream-led I met with thee.
Around thee swayed the roses,
   Beyond thee sang the sea;
The shadowy garden closes
   Were Paradise to me.
O Love, ’mid the dream-roses
   Abide to heal, to save!
The world that day discloses
   Narrows to one white grave.
",Sophie Jewett,Poetry Foundation,14.0,23.428571428571427,
                    The Watergaw                ,"
Ae weet forenicht i’ the yow-trummle   
I saw yon antrin thing,
A watergaw wi’ its chitterin’ licht
Ayont the on-ding;
An’ I thocht o’ the last wild look ye gied   
Afore ye deed!
There was nae reek i’ the laverock’s hoose   
That nicht—an’ nane i’ mine;
But I hae thocht o’ that foolish licht   
Ever sin’ syne;
An’ I think that mebbe at last I ken
What your look meant then.
",Hugh MacDiarmid,Poetry Foundation,14.0,26.142857142857142,
from Water Music                ,"



(To William and Flora Johnstone)



Wheesht, wheesht, Joyce, and let me hear   
   Nae Anna Livvy’s lilt,
But Wauchope, Esk, and Ewes again,   
   Each wi’ its ain rhythms till’t.",Hugh MacDiarmid,Poetry Foundation,12.0,14.416666666666666,
                    The Little White Rose                ,"



(To John Gawsworth)



The rose of all the world is not for me.
I want for my part
Only the little white rose of Scotland
That smells sharp and sweet—and breaks the heart.
",Hugh MacDiarmid,Poetry Foundation,13.0,12.692307692307692,
                    Made Shine                ,"
This face had no use for light, took none of it,
Grew cavernous against stars, bore into noon
A dark of midnight by its own resources.
Yet where it lay in sleep, where the pillows held it
With the blind plaster over it and the four walls
Keeping the night carefully, it was undone.
Sixty-watt light, squared to a window frame,
Across a well of air, across wind and window
Leaped and made shine the dark face in its sleep.
",Josephine Miles,Poetry Foundation,11.0,37.63636363636363,
                    So Graven                ,"
Simplicity so graven hurts the sense.
The monumental and the simple break
And the great tablets shatter down in deed.
Every year the quick particular jig
Of unresolved event moves in the mind,
And there's the trick simplicity has to win.
",Josephine Miles,Poetry Foundation,8.0,29.125,
                    The Sympathizers                ,"
To this man, to his boned shoulders
Came the descent of pain.
All kinds,
Cruel, blind, dear, horrid, hallowed,
Rained, again, again.
To this small white blind boned face,
Wherever it was,
Descended
The blows of pain, it took as it were blinded,
As it were made for this.
We were there. We uneasy
Did not know if it were.
Knew neither
The reason nor the man nor whether
To share, or to beware.
",Josephine Miles,Poetry Foundation,17.0,22.294117647058822,
                    Lucifer Alone                ,"
One rat across the floor and quick to floor's a breeze,
But two a whisper of a human tongue.
One is a breath, two voice;
And one a dream, but more are dreamed too long.
Two are the portent which we may believe at length,
And two the tribe we recognize as true.
Two are the total, they saying and they saying,
So we must ponder what we are to do.
For every scuttle of motion in the corner of the eye
Some thought of thought is asked in us indeed,
But of two, more: there we have likeness moving,
And there knowledge therefore, and therefore creed.
",Josephine Miles,Poetry Foundation,14.0,38.285714285714285,
                    Kind                ,"
When I think of my kindness which is tentative and quiet
And of yours which is intense and free,
I am in elaboration of knowledge impatient
Of even the patientest immobility.
I think of my kind, which is the human fortune
To live in the world and make war among its friends,
And of my version, which is to be moderately peaceful,
And of your version; and must make amends
By my slow word to your wish which is mobile,
Active and moving in its generous sphere.
This is the natural and the supernatural
Of humankind of which I grow aware.
 
",Josephine Miles,Poetry Foundation,15.0,35.13333333333333,
                    Tally                ,"
After her pills the girl slept and counted
Pellet on pellet the regress of life.
Dead to the world, the world's count yet counted
Pellet on pill the antinomies of life.
Refused to turn, the way's back, she counted
Her several stones across the mire of life.
And stones away and sticks away she counted
To keep herself out of the country of life.
Lost tally. How the sheep return to home
Is the story she will retrieve
And the only story believe
Of one and one the sheep returning home
To take the shapes of life,
Coming and being counted.
",Josephine Miles,Poetry Foundation,16.0,32.875,
                    The Reason                ,"
My life is vile
         I hate it so
         I’ll wait awhile   
         And then I’ll go.
         Why wait at all?
         Hope springs alive,
         Good may befall   
         I yet may thrive.
It is because I can’t make up my mind   
If God is good, impotent or unkind.
",Stevie Smith,Poetry Foundation,12.0,22.666666666666668,
                    My Soul                ,"
In the flame of the flickering fire   
The sins of my soul are few
And the thoughts in my head are the thoughts of a bed   
With a solitary view.
But the eye of eternal consciousness   
Must blink as a bat blinks bright
Or ever the thoughts in my head be stilled
On the brink of eternal night.
Oh feed to the golden fish his egg
Where he floats in his captive bowl,
To the cat his kind from the womb born blind,   
And to the Lord my soul.
",Stevie Smith,Poetry Foundation,14.0,30.642857142857142,
"                    “If you’re fond of road-blocks, this one can’t be beat:”                ","
If you’re fond of road-blocks, this one can’t be beat:
A big tree in the middle of the street.
",Richard Wilbur,Poetry Foundation,4.0,23.5,
                    The Worm                ,"
When the earth is turned in spring
The worms are fat as anything.
And birds come flying all around
To eat the worms right off the ground.
They like the worms just as much as I
Like bread and milk and apple pie.
And once, when I was very young,
I put a worm right on my tongue.
I didn't like the taste a bit,
And so I didn't swallow it.
But oh, it makes my Mother squirm
Because she thinks I ate that worm!
",Ralph Bergengren,Poetry Foundation,14.0,28.214285714285715,
                    Tender-heartedness                ,"
Billy, in one of his nice new sashes,
Fell in the fire and was burned to ashes;
Now, although the room grows chilly,
I haven't the heart to poke poor Billy.
",Harry Graham,Poetry Foundation,6.0,25.666666666666668,
                    “How awkward when playing with glue”                ,"
How awkward when playing with glue
To suddenly find out that you
    Have stuck nice and tight
    Your left hand to your right
In a permanent how-do-you-do!
",Constance Levy,Poetry Foundation,7.0,22.0,
                    I’m Glad I’m Me                ,"
I don’t understand why everyone stares
When I take off my clothes and dance down the stairs.
Or when I stick carrots in both of my ears,
Then dye my hair green and go shopping at Sears.
I just love to dress up and do goofy things.
If I were an angel, I’d tie-dye my wings!
Why can’t folks accept me the way that I am?
So what if I’m different and don’t act like them?
I’m not going to change and be someone I’m not.
I like who I am, and I’m all that I’ve got.
",Phil Bolsta,Poetry Foundation,12.0,37.583333333333336,
                    The Toothless Wonder                ,"
Last night when I was sound asleep,
My little brother Keith
Tiptoed into my bedroom
And pulled out all my teeth.
You’d think that I would be upset
And jump and spit and swear.
You’d think that I would tackle Keith
And pull out all his hair.
But no!   I’m glad he did it.
So what if people stare.
Now, thanks to the Tooth Fairy,
I’ll be a millionaire!
",Phil Bolsta,Poetry Foundation,14.0,24.285714285714285,
                    A Teacher’s Lament                ,"
Don’t tell me the cat ate your math sheet,
And your spelling words went down the drain,
And you couldn’t decipher your homework,
Because it was soaked in the rain.
Don’t tell me you slaved for hours
On the project that’s due today,
And you would have had it finished
If your snake hadn’t run away.
Don’t tell me you lost your eraser,
And your worksheets and pencils, too,
And your papers are stuck together
With a great big glob of glue.
I’m tired of all your excuses;
They are really a terrible bore.
Besides, I forgot my own work,
At home in my study drawer.
",Kalli Dakos,Poetry Foundation,18.0,30.33333333333333,
"                    ""There was a crooked man,""                ","
There was a crooked man, and he walked a crooked mile,
He found a crooked sixpence against a crooked stile;
He bought a crooked cat which caught a crooked mouse,
And they all lived together in a little crooked house.
",Mother Goose,Poetry Foundation,6.0,35.666666666666664,
"                    ""Hush little baby, don't say a word,""                ","
Hush little baby, don't say a word,
Papa's gonna buy you a mockingbird.
And if that mockingbird won't sing,
Papa's gonna buy you a diamond ring.
And if that diamond ring turns to brass,
Papa's gonna buy you a looking glass.
And if that looking glass gets broke,
Papa's gonna buy you a billy goat.
And if that billy goat won't pull,
Papa's gonna buy you a cart and bull.
And if that cart and bull turn over,
Papa's gonna buy you a dog named Rover.
And if that dog named Rover won't bark,
Papa's gonna buy you a horse and cart.
And if that horse and cart fall down,
You'll still be the sweetest little baby in town!
",Mother Goose,Poetry Foundation,18.0,33.27777777777778,
"                    ""Humpty Dumpty sat on a wall,""                ","
Humpty Dumpty sat on a wall,
Humpty Dumpty had a great fall;
All the king's horses and all the king's men
Couldn't put Humpty together again.
",Mother Goose,Poetry Foundation,6.0,23.166666666666668,
"                    ""Mary had a little lamb,""                ","
Mary had a little lamb,
Its fleece was white as snow;
And everywhere that Mary went
The lamb was sure to go.
It followed her to school one day,
Which was against the rule;
It made the children laugh and play
To see a lamb at school.
And so the teacher turned it out,
But still it lingered near,
And waited patiently about
Till Mary did appear.
Why does the lamb love Mary so?
The eager children cry;
Why, Mary loves the lamb, you know,
The teacher did reply.
",Sarah Josepha Hale,Poetry Foundation,18.0,24.666666666666668,
"                    ""Ride a cockhorse to Banbury Cross,""                ","
Ride a cockhorse to Banbury Cross,
To see a fine lady upon a white horse;
Rings on her fingers and bells on her toes,
She shall have music wherever she goes.
",Mother Goose,Poetry Foundation,6.0,25.83333333333333,
                    Yankee Doodle                ,"
Yankee Doodle went to town,
A-riding on a pony;
Stuck a feather in his hat
And called it macaroni.
",Mother Goose,Poetry Foundation,6.0,16.0,
"                    ""Mary, Mary, quite contrary""                ","
Mary, Mary, quite contrary
How does your garden grow?
With silver bells and cockleshells
And pretty maids all in a row.
",Mother Goose,Poetry Foundation,6.0,19.5,
"                    ""Ladybird, ladybird,""                ","
Ladybird, ladybird,
Fly away home,
Your house is on fire
And your children all gone;
All except one
And that's little Ann,
And she has crept under
The warming pan.
",Mother Goose,Poetry Foundation,10.0,15.7,
"                    ""Pat-a-cake, pat-a-cake, baker's man,""                ","
Pat-a-cake, pat-a-cake, baker's man,
Bake me a cake, as fast as you can;
Pat it, prick it, and mark it with B,
Put it in the oven for baby and me.
",Mother Goose,Poetry Foundation,6.0,24.0,
"                    ""There was an old woman who lived in a shoe.""                ","
There was an old woman who lived in a shoe.
She had so many children, she didn't know what to do.
She gave them some broth without any bread;
And whipped them all soundly and put them to bed.
",Mother Goose,Poetry Foundation,6.0,31.5,
"                    ""Polly, put the kettle on,""                ","
Polly, put the kettle on,
Polly, put the kettle on,
Polly, put the kettle on,
We'll all have tea.
Sukey, take it off again,
Sukey, take it off again,
Sukey, take it off again,
They've all gone away.
",Mother Goose,Poetry Foundation,10.0,19.2,
"                    ""Pease porridge hot,""                ","
Pease porridge hot,
Pease porridge cold,
Pease porridge in the pot
Nine days old.
",Mother Goose,Poetry Foundation,6.0,13.166666666666666,
"                    ""Ring around the rosy,""                ","
Ring around the rosy,
Pocket full of posy,
Ashes!   Ashes!
We all fall down!
",Mother Goose,Poetry Foundation,6.0,12.333333333333334,
                    Little Boy Blue                ,"
Little boy blue,
Come blow your horn,
The sheep's in the meadow,
The cow's in the corn.
But where is the boy
Who looks after the sheep?
He's under a haystack,
Fast asleep.
",Mother Goose,Poetry Foundation,10.0,16.5,
                    Little Jack Horner                ,"
Little Jack Horner
Sat in the corner,
Eating a Christmas pie;
He put in his thumb,
And pulled out a plum,
And said, ""What a good boy am I!""
",Mother Goose,Poetry Foundation,8.0,16.875,
                    Jack and Jill                ,"
Jack and Jill went up the hill
To fetch a pail of water;
Jack fell down and broke his crown,
and Jill came tumbling after.
Up Jack got, and home did trot,
As fast as he could caper,
To old Dame Dob, who patched his nob
With vinegar and brown paper.
",Mother Goose,Poetry Foundation,10.0,24.2,
"                    ""Jack be nimble,""                ","
Jack be nimble,
Jack be quick,
Jack jump over
The candlestick.
",Mother Goose,Poetry Foundation,6.0,10.0,
                    Sunflakes                ,"
If sunlight fell like snowflakes,
gleaming yellow and so bright,
we could build a sunman,
we could have a sunball fight,
we could watch the sunflakes
drifting in the sky.
We could go sleighing
in the middle of July
through sundrifts and sunbanks,
we could ride a sunmobile,
and we could touch sunflakes—
I wonder how they'd feel.
",Frank Asch,Poetry Foundation,14.0,22.785714285714285,
                    If You Catch a Firefly                ,"
If you catch a firefly
            and keep it in a jar
You may find that
            you have lost
A tiny star.
If you let it go then,
            back into the night,
You may see it
            once again
Star bright.
",Lilian Moore,Poetry Foundation,12.0,17.583333333333332,
                    I Left My Head                ,"
I left my head
somewhere
today.
Put it down for
just
a minute.
Under the
table?
On a chair?
Wish I were
able
to say
where.
Everything I need
is
in it!
",Lilian Moore,Poetry Foundation,18.0,7.555555555555555,
                    Mine                ,"
I made a sand castle.
In rolled the sea.
            ""All sand castles
            belong to me—
            to me,""
said the sea.
I dug sand tunnels.
In flowed the sea.
            ""All sand tunnels
            belong to me—
            to me,""
said the sea.
I saw my sand pail floating free.
I ran and snatched it from the sea.
            ""My sand pail
            belongs to me—
            to ME!""
",Lilian Moore,Poetry Foundation,19.0,20.36842105263158,
                    Statue                ,"
The angel asked, as his shoulders were pressed into the stone
Why me? And taken away from the inhabited body,
Like the lyric voice rustling from memory forests,
Childhood rushes toward death, a wind in those woods,
Crashing through trees, dying out,
Settling like a white mist over everything.
",Tom Clark,Poetry Foundation,8.0,36.125,
                    Human Life                ,"
Always behind my back I hear
The spastic clicking of jerked knees
And other automatic reactions
Tracking me through the years to where
Time’s winged chariot is double
Parked near the eternity frontier
And in such moments I want to participate
In human life less and less
But when I do the obligatory double take
And glance behind me into the dark green future
All I see stretching out are vast
Arizona republics of more
",Tom Clark,Poetry Foundation,14.0,29.214285714285715,
                    Sounding Chinese at Inspiration Point                ,"
Nice spring day off big white cloud
At Inspiration Point escaping time wars
Poet takes book & wine bottle up into Mist Mountains
Since only available agenda is rhyming with silence
Seeking window of opportunity on a wall
I disguise what I have to say by sounding Chinese
Such as stars are now darker and farther away
They take deeper drinks because space is
Drying out afraid to think own thoughts
Administered citizen achieving condition of robot
In public mind things not so good these days
Nor in wrong run will it matter to Tu Fu
",Tom Clark,Poetry Foundation,14.0,37.35714285714285,
                    Realism                ,"
The smashed weirdness of the raving cadenzas of God
Takes over all of a sudden
In our time. It speaks through the voices of talk show moderators.
It tells us in a ringing anthem, like heavenly hosts uplifted,
That the rhapsody of the pastoral is out to lunch.
We can take it from there.
We can take it to Easy Street.
But when things get tough on Easy Street
What then? Is it time for realism?
And who are these guys on the bus
Who glide in golden hats past us
On their way to Kansas City?
",Tom Clark,Poetry Foundation,14.0,34.214285714285715,
                    Poorly Dressed                ,"
I have a friend who’s not well dressed.
He wears no hat. He wears no vest.
Upon his back he wears no shirt,
so you can see there’s lots of dirt.
He wears no shoes upon his feet.
He wears no pants upon his seat.
In fact, he doesn’t wear a stitch,
so he can scratch if there’s an itch.
I hope that you don’t find him rude—
my dog is happy in the nude.
",Bruce Lansky,Poetry Foundation,12.0,28.416666666666668,
                    Winter Love                ,"
I would like to decorate this silence,   
but my house grows only cleaner
and more plain. The glass chimes I hung   
over the register ring a little
when the heat goes on.
I waited too long to drink my tea.   
It was not hot. It was only warm.
 
",Linda Gregg,Poetry Foundation,10.0,23.9,
                    Taking Off My Clothes                ,"
I take off my shirt, I show you.
I shaved the hair out under my arms.
I roll up my pants, I scraped off the hair   
on my legs with a knife, getting white.
My hair is the color of chopped maples.   
My eyes dark as beans cooked in the south.   
(Coal fields in the moon on torn-up hills)
Skin polished as a Ming bowl
showing its blood cracks, its age, I have hundreds   
of names for the snow, for this, all of them quiet.
In the night I come to you and it seems a shame   
to waste my deepest shudders on a wall of a man.
You recognize strangers,
think you lived through destruction.
You can’t explain this night, my face, your memory.
You want to know what I know?   
Your own hands are lying.
",Carolyn Forché,Poetry Foundation,19.0,35.78947368421053,
Song: “Full fathom five thy father lies” ,"



(from The Tempest)



Full fathom five thy father lies;",William Shakespeare,Poetry Foundation,9.0,5.777777777777778,
"                    Song: “Hark, hark! the lark at heaven's gate sings”","



(from Cymbeline)



Hark, hark! the lark at heaven's gate sings, And Phoebus 'gins arise, His steeds to water at those springs On chaliced flowers that lies; And winking Mary-buds begin To ope their golden eyes: With every thing that pretty is, My lady sweet, arise: Arise, arise.
",William Shakespeare,Poetry Foundation,10.0,27.7,
"                    Song: “Take, oh take those lips away”                ","



(from Measure for Measure)



Take, oh take those lips away,       That so sweetly were forsworn, And those eyes: the breake of day,       Lights that do mislead the Morn; But my kisses bring again, bring again, Seals of love, but sealed in vain, sealed in vain.
",William Shakespeare,Poetry Foundation,10.0,25.9,
                    Song: “Under the greenwood tree”                ,"



(from As You Like It)



Under the greenwood treeWho loves to lie with me,And turn his merry noteUnto the sweet bird's throat,Come hither, come hither, come hither:            Here shall he see            No enemyBut winter and rough weather.",William Shakespeare,Poetry Foundation,9.0,26.55555555555556,
                    Immortal Sails                ,"
Now, in a breath, we’ll burst those gates of gold,
   And ransack heaven before our moment fails.
Now, in a breath, before we, too, grow old,
   We’ll mount and sing and spread immortal sails.
It is not time that makes eternity.
   Love and an hour may quite out-span the years,
And give us more to hear and more to see
   Than life can wash away with all its tears.
Dear, when we part, at last, that sunset sky
   Shall not be touched with deeper hues than this;
But we shall ride the lightning ere we die
   And seize our brief infinitude of bliss,
With time to spare for all that heaven can tell,
While eyes meet eyes, and look their last farewell.
",Alfred Noyes,Poetry Foundation,16.0,39.9375,
                    Necropolitan                ,"
Not your ordinary ice cream, though the glaze
of these skeletal figures affects
the disposition of those grinning candies
one finds in Mexico, say, at the start of November,
though here, each face is troublingly familiar,
exhibits the style adopted just as one declines
any further style—nectar one sips just as he
draws his last, dispassionate breath, becomes
citizen of a less earnest electorate. One learns
in that city finally how to enjoy a confection,
even if a genuine taste for this circumstance
has yet to be acquired, even if it is oneself
whose sugars and oils now avail a composure
which promises never to end, nor to alter.
",Scott Cairns,Poetry Foundation,16.0,39.0,
"                    Lying in a Hammock at William Duffy’s Farm in Pine Island, Minnesota                ","
Over my head, I see the bronze butterfly,   
Asleep on the black trunk,
Blowing like a leaf in green shadow.   
Down the ravine behind the empty house,   
The cowbells follow one another   
Into the distances of the afternoon.   
To my right,
In a field of sunlight between two pines,   
The droppings of last year’s horses   
Blaze up into golden stones.
I lean back, as the evening darkens and comes on.   
A chicken hawk floats over, looking for home.
I have wasted my life.
",James Wright,Poetry Foundation,15.0,31.066666666666663,
                    Irony                ,"
Why are the things that have no death
The ones with neither sight nor breath!
Eternity is thrust upon
A bit of earth, a senseless stone.
A grain of dust, a casual clod
Receives the greatest gift of God.
A pebble in the roadway lies—
It never dies.
The grass our fathers cut away
Is growing on their graves today;
The tiniest brooks that scarcely flow
Eternally will come and go.
There is no kind of death to kill
The sands that lie so meek and still. . . .
But Man is great and strong and wise—
And so he dies.
",Louis Untermeyer,Poetry Foundation,18.0,27.55555555555556,
                    Meeting the Mountains                ,"
He crawls to the edge of the foaming creek   
He backs up the slab ledge
He puts a finger in the water
He turns to a trapped pool
Puts both hands in the water
Puts one foot in the pool
Drops pebbles in the pool
He slaps the water surface with both hands   
He cries out, rises up and stands
Facing toward the torrent and the mountain   
Raises up both hands and shouts three times!
 
 VI 69, Kai at Sawmill Lake
",Gary Snyder,Poetry Foundation,15.0,26.666666666666668,
                    The Moralists                ,"
You would extend the mind beyond the act,
Furious, bending, suffering in thin
And unpoetic dicta; you have been
Forced by hypothesis to fiercer fact.
As metal singing hard, with firmness racked,
You formulate our passion; and behind
In some harsh moment nowise of the mind
Lie the old meanings your advance has packed.
No man can hold existence in the head.
I, too, have known the anguish of the right
Amid this net of mathematic dearth,
And the brain throbbing like a ship at night:
Have faced with old unmitigated dread
The hard familiar wrinkles of the earth.
",Yvor Winters,Poetry Foundation,16.0,34.375,
